	Silent/kb	TotMissense	TotSplicing	TotLOF	Missense/kb	LOF/kb	LOF/silent	Splicing/silent	Missense/silent	Hifi/Lofi	LOF/benign	Splicing/benign	Missense/benign	Hifi/benign	avgPolyphen2	LOF/tot	Missense/tot	Splicing/tot	LOF/missense	Mifi/kb	Nonstop/kb	Inframe/kb	Complex/kb	Compound/benign	Compound/kB	Damaging/kb	Damaging/benign	Damaging/Lofi	MissenseEntr	HiMisFreq	FSEntr	HiFSFreq	SplicEntr	HiSplicFreq	NonsenseEntr	HiNonsenseFreq	TotMifi	Label
RSRC2_ENST00000354654	0.0	1	0	0	0.0008613264427217916	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0008613264427217916	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
APOBEC3H	0.0	1	0	0	0.0018115942028985507	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0018115942028985507	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
SHANK3_ENST00000262795	0.00038138825324180017	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
OR11A1	0.0010548523206751054	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
RASSF4_ENST00000334940	0.0010070493454179255	1	0	0	0.0010070493454179255	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0010070493454179255	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
C3orf35	0.0	1	0	0	0.001949317738791423	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.001949317738791423	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
CYP2B6	0.0006775067750677507	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
C17orf37	0.0028735632183908046	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
KIAA0922_ENST00000409959	0.0002069108214359611	1	0	0	0.0002069108214359611	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0002069108214359611	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
KBTBD2	0.0005341880341880342	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
KCNJ6	0.0015723270440251573	2	0	0	0.0015723270440251573	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0015723270440251573	0.0	0.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
UBXN6	0.0007541478129713424	1	0	0	0.0007541478129713424	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	1.0	0.999	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0007541478129713424	0.0007541478129713424	1.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
FRMD3_ENST00000328788	0.001557632398753894	2	0	0	0.003115264797507788	0.0	0.0	0.0	2.0	8.0	0.0	0.0	2.0	0.0	0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.003115264797507788	0.0	0.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
MYF5	0.0013020833333333333	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
OR1Q1	0.0010582010582010583	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
UBQLN1	0.0	2	0	0	0.0011299435028248588	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0.923	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0011299435028248588	0.0005649717514124294	56.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
SMC6	0.0	3	0	0	0.0009157509157509158	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0.876	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0009157509157509158	0.00030525030525030525	56.0	8.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
RSPH6A	0.0	4	0	0	0.0018570102135561746	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0018570102135561746	0.0	56.0	8.0	0.0	0.25	0	0	0	0	0	0	0	Unlabeled
TRAPPC9	0.0002673082063619353	0	0	1	0.0	0.0002673082063619353	1.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0	0.5	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0.0	1.0	0	Unlabeled
ZBTB42_ENST00000342537	0.0	1	0	0	0.0007880220646178094	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0007880220646178094	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
BIN1_ENST00000259238	0.0	0	0	1	0.0	0.0006693440428380187	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	1.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	56.0	8.0	0	0	0	0	0	0	0.0	1.0	0	Unlabeled
BAZ2B	0.0	0	0	1	0.0	0.0001536806516059628	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	1.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	56.0	8.0	0	0	0	0	0	0	0.0	1.0	0	Unlabeled
DCDC2B	0.0009523809523809524	1	0	0	0.0009523809523809524	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0009523809523809524	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ALPK1	0.0002677376171352075	2	0	0	0.000535475234270415	0.0	0.0	0.0	2.0	8.0	0.0	0.0	2.0	0.0	0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.000535475234270415	0.0	0.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
GSPT1	0.0	2	0	0	0.0013333333333333333	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0013333333333333333	0.0	56.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
TMCC2	0.0	1	0	0	0.00046948356807511736	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.00046948356807511736	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ADRA2A	0.0014781966001478197	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
KIAA1109	0.0	5	0	1	0.0003329338127580237	6.658676255160474e-05	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0.996	0.16666666666666666	0.8333333333333334	0.0	0.2	0.0	0.0	0.0	0.0	56.0	0.0003329338127580237	6.658676255160474e-05	56.0	8.0	-2.220446049250313e-16	0.2	0	0	0	0	0.0	1.0	0	Unlabeled
JAG1	0.00027344818156959256	1	0	0	0.00027344818156959256	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00027344818156959256	0.00027344818156959256	1.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
HIST1H3I	0.0	1	0	0	0.0024330900243309003	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0024330900243309003	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
FKBP8_ENST00000453489	0.0	1	0	0	0.0007541478129713424	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0007541478129713424	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
FEZF1	0.0007002801120448179	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
SAA1	0.0	2	0	0	0.005420054200542005	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.005420054200542005	0.0	56.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
NIPAL3_ENST00000339255	0.0027100271002710027	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
PPP2R3B_ENST00000390665	0.0005787037037037037	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
FMO1	0.0	1	0	0	0.0006253908692933083	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0006253908692933083	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
CEP135	0.0	1	0	0	0.00029214139643587495	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.00029214139643587495	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
CLNK	0.0	3	0	0	0.002331002331002331	0.0	48.0	48.0	48.0	0.0	0.0	0.0	3.0	0.0	0.027	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.001554001554001554	0.0	0.0	0.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
JAKMIP3	0.0	4	0	1	0.0015779092702169625	0.0003944773175542406	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0.971	0.2	0.8	0.0	0.25	0.0	0.0	0.0	0.0	56.0	0.0015779092702169625	0.0003944773175542406	56.0	8.0	0.0	0.25	0	0	0	0	0.0	1.0	0	Unlabeled
TNN	0.0002564102564102564	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
CARD6	0.0	1	0	0	0.0003211303789338471	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0003211303789338471	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ATL3	0.0	2	0	0	0.0012300123001230013	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0012300123001230013	0.0	56.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
ZNF611	0.0	1	0	2	0.00047214353163361664	0.0009442870632672333	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.6666666666666666	0.3333333333333333	0.0	2.0	0.0	0.0	0.0	0.0	56.0	0.00047214353163361664	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0.0	0.5	0	Unlabeled
WASH3P	0.0007183908045977011	1	0	1	0.0007183908045977011	0.0007183908045977011	1.0	0.0	1.0	8.0	1.0	0.0	1.0	0.0	0	0.3333333333333333	0.3333333333333333	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0007183908045977011	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0.0	1.0	0	Unlabeled
TMEM123	0.001594896331738437	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
SMUG1_ENST00000513838	0.0	1	0	0	0.0018726591760299626	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0018726591760299626	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
WSCD2_ENST00000261400	0.0	3	0	0	0.0017064846416382253	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0017064846416382253	0.0	56.0	8.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
MAGEB1	0.0019157088122605363	1	0	0	0.0009578544061302681	0.0	0.0	0.0	0.5	8.0	0.0	0.0	0.5	0.0	0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0009578544061302681	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
FRMD3	0.0	3	0	0	0.0016722408026755853	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0016722408026755853	0.0	56.0	8.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
QPRT	0.0	1	0	0	0.0011185682326621924	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0011185682326621924	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
WDR52_ENST00000308346	0.0	1	0	0	0.0008291873963515755	0.0	48.0	48.0	48.0	0.0	0.0	0.0	1.0	0.0	0.001	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
F2R	0.0	1	0	0	0.000782472613458529	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.000782472613458529	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
TAF1B	0.0005659309564233164	1	0	0	0.0005659309564233164	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0005659309564233164	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ARL13B_ENST00000394222	0.000777000777000777	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
LILRA5	0.0	0	1	1	0.0	0.0011111111111111111	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	1.0	0.0	1.0	156.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	56.0	8.0	0	0	0	0	0.0	1.0	0.0	1.0	0	Unlabeled
FUT5	0.0008888888888888889	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
BCAN	0.0	3	0	0	0.0010964912280701754	0.0	48.0	48.0	48.0	1.0	0.0	0.0	3.0	1.0	0.5225	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0007309941520467836	0.0003654970760233918	1.0	1.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
SCN3A_ENST00000409101	0.0	4	0	0	0.0006830601092896175	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0006830601092896175	0.0	56.0	8.0	0.0	0.25	0	0	0	0	0	0	0	Unlabeled
ADAMTS2	0.000275027502750275	3	1	0	0.0008250825082508251	0.0	0.0	1.0	3.0	0.0	0.0	0.5	1.5	0.0	0.09	0.0	0.75	0.25	0.0	0.0	0.0	0.0	0.0	1.0	0.00055005500550055	0.0	0.0	0.0	2.220446049250313e-16	0.3333333333333333	0	0	0.0	1.0	0	0	0	Unlabeled
POLR2C	0.0012077294685990338	1	0	0	0.0012077294685990338	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0012077294685990338	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
GLT28D1	0.0	1	0	0	0.002008032128514056	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.002008032128514056	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ZNF791	0.0005777007510109763	3	0	1	0.0017331022530329288	0.0005777007510109763	1.0	0.0	3.0	8.0	1.0	0.0	3.0	0.0	0	0.2	0.6	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	3.0	0.0017331022530329288	0.0	0.0	8.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0.0	1.0	0	Unlabeled
C12orf26	0.0005518763796909492	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
DOT1L_ENST00000398665	0.0	3	0	1	0.0006501950585175553	0.00021673168617251842	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.25	0.75	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	56.0	0.0006501950585175553	0.0	56.0	8.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0.0	1.0	0	Unlabeled
WDR3	0.0	2	0	0	0.0007062146892655367	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0007062146892655367	0.0	56.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
ZBED4	0.0	4	0	0	0.0011376564277588168	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0.995	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0011376564277588168	0.0005688282138794084	56.0	8.0	0.05889151782819191	0.25	0	0	0	0	0	0	0	Unlabeled
ABHD13	0.0	2	0	0	0.0019723865877712033	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0019723865877712033	0.0	56.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
GAL3ST3	0.0	1	0	0	0.0007716049382716049	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0007716049382716049	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
PIK3CA	0.0	52	0	0	0.016214530714062987	0.0	48.0	48.0	48.0	4.0	0.0	0.0	26.0	4.0	0.8037000000000001	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.015590894917368257	0.002494543186778921	4.0	4.0	0.883698243879032	0.019230769230769232	0	0	0	0	0	0	0	Unlabeled
GAST	0.0	1	0	0	0.0032679738562091504	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0032679738562091504	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
NP_001073948_1	0.00035536602700781805	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
BRF1_ENST00000440513	0.0011396011396011395	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
TNRC18_ENST00000430969	0.0	7	0	0	0.0007858987313349051	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0007858987313349051	0.0	56.0	8.0	2.220446049250313e-16	0.14285714285714285	0	0	0	0	0	0	0	Unlabeled
OR2T1	0.0009009009009009009	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
ERCC6L2	0.0	1	0	1	0.0006361323155216285	0.0006361323155216285	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.5	0.5	0.0	1.0	0.0	0.0	0.0	0.0	56.0	0.0006361323155216285	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0.0	1.0	0	Unlabeled
WDR90	0.0003811701924909472	2	0	0	0.0003811701924909472	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0003811701924909472	0.0	0.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
EXTL3	0.00036231884057971015	1	0	0	0.00036231884057971015	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.5	0.0	0.002	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
PIAS2	0.0	1	0	0	0.0005359056806002144	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0005359056806002144	0.0005359056806002144	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
NT5E_ENST00000369646	0.0012578616352201257	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
NCDN	0.0	1	0	0	0.0004675081813931744	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0004675081813931744	0.0004675081813931744	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ATP6V1E2	0.0014684287812041115	1	0	0	0.0014684287812041115	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0014684287812041115	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
Q49AQ9_HUMAN	0.0	1	0	0	0.0016181229773462784	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0016181229773462784	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
GPR149	0.0	1	0	0	0.0004553734061930783	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0004553734061930783	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ALDH2	0.0	1	0	0	0.0006435006435006435	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0006435006435006435	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
COL25A1_ENST00000399126	0.0	2	0	0	0.0010368066355624676	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0010368066355624676	0.0	56.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
C8orf84	0.0	1	0	0	0.0012578616352201257	0.0	48.0	48.0	48.0	0.0	0.0	0.0	1.0	0.0	0.001	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
KIF13B	0.00036489691662105453	2	0	0	0.00036489691662105453	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00036489691662105453	0.0	0.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
PRDM15	0.0	4	0	0	0.0008841732979664014	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0008841732979664014	0.0	56.0	8.0	0.0	0.25	0	0	0	0	0	0	0	Unlabeled
