Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0016569~covalent chromatin modification	11	5.164319249	1.60E-06	"ATRX, SMARCB1, FOXA1, SMARCD1, PBRM1, CTCF, RB1, ARID1B, NCOR1, ARID2, SMARCA4"	212	113	16792	7.710469194	0.003585007	1.28E-04	0.002783171
GOTERM_CC_DIRECT	GO:0016605~PML body	10	4.694835681	2.04E-06	"ATRX, SRSF2, MAX, NBN, BLM, CHEK2, RB1, ATR, MTOR, PTEN"	212	98	18224	8.771659607	6.96E-04	8.70E-05	0.002774299
BIOCARTA	h_raccycdPathway:Influence of Ras and Rho proteins on G1 to S Transition	11	5.164319249	2.32E-06	"AKT1, MAPK1, CCNE1, HRAS, CDKN1B, RAC1, PIK3CA, RB1, IKBKB, CDK4, PIK3R1"	104	27	1625	6.365740741	4.59E-04	1.15E-04	0.002899329
GOTERM_BP_DIRECT	GO:0036297~interstrand cross-link repair	8	3.755868545	2.46E-06	"FANCD2, FANCE, FANCF, ATR, FANCG, ERCC4, FANCA, FANCC"	212	49	16792	12.93184444	0.005513052	1.91E-04	0.004284094
GOTERM_CC_DIRECT	GO:0000228~nuclear chromosome	8	3.755868545	2.48E-06	"MSH6, BLM, SMARCB1, JUN, HIST1H3B, H3F3A, PBRM1, H3F3B"	212	53	18224	12.9754361	8.47E-04	9.41E-05	0.003376673
KEGG_PATHWAY	hsa04066:HIF-1 signaling pathway	13	6.103286385	2.82E-06	"EGFR, MAP2K1, VHL, MAP2K2, STAT3, AKT1, MAPK1, HIF1A, CDKN1B, PIK3CA, MTOR, PIK3R1, AKT2"	167	96	6879	5.578031437	5.62E-04	1.37E-05	0.003537467
UP_SEQ_FEATURE	domain:Helicase ATP-binding	10	4.694835681	3.44E-06	"ATRX, DDX3X, BLM, DICER1, BRIP1, WRN, ERCC3, CHD4, SMARCA4, ERCC2"	213	114	20063	8.26249897	0.003385982	4.24E-04	0.00542981
GOTERM_BP_DIRECT	GO:0006298~mismatch repair	7	3.286384977	4.39E-06	"MSH6, MUTYH, XPC, MSH2, PMS2, MLH1, SETD2"	212	35	16792	15.84150943	0.009824735	3.29E-04	0.007651081
KEGG_PATHWAY	hsa04664:Fc epsilon RI signaling pathway	11	5.164319249	4.44E-06	"AKT1, MAPK1, NRAS, HRAS, KRAS, MAP2K1, MAP2K2, RAC1, PIK3CA, PIK3R1, AKT2"	167	68	6879	6.663349771	8.83E-04	2.10E-05	0.005561555
GOTERM_BP_DIRECT	GO:0042593~glucose homeostasis	10	4.694835681	5.06E-06	"CEBPA, AKT1, FGFR4, HIF1A, HNF1A, STK11, FOXA1, PTCH1, STAT3, PTPN11"	212	101	16792	7.842331403	0.011319841	3.67E-04	0.008822004
GOTERM_BP_DIRECT	GO:0006468~protein phosphorylation	20	9.389671362	5.13E-06	"MYOD1, STK11, TGFBR2, SMAD2, CHEK2, CDK4, ATM, AKT1, CCNE1, MAPK1, BUB1B, PIK3CA, PRKACA, JAK3, MTOR, IKBKB, ERCC3, PIK3R1, ACVR1, ERCC2"	212	456	16792	3.474015227	0.011470855	3.60E-04	0.008940372
KEGG_PATHWAY	hsa04071:Sphingolipid signaling pathway	14	6.572769953	5.48E-06	"PPP2R1A, HRAS, MAP2K1, MAP2K2, PTEN, AKT1, NRAS, MAPK1, KRAS, GNAQ, RAC1, PIK3CA, PIK3R1, AKT2"	167	120	6879	4.805688623	0.001090786	2.54E-05	0.006868158
UP_KEYWORDS	Manganese	12	5.633802817	5.66E-06	"DROSHA, ACVR2A, PPP6C, PPM1D, STK11, DICER1, TGFBR2, IDH2, IDH1, ATR, EXT2, ACVR1"	213	194	20581	5.976767823	0.001452948	4.28E-05	0.007381421
GOTERM_BP_DIRECT	GO:0031295~T cell costimulation	9	4.225352113	6.00E-06	"AKT1, CARD11, RAC1, PIK3CA, TNFRSF14, MTOR, PIK3R1, SRC, PTPN11"	212	78	16792	9.139332366	0.013408792	4.09E-04	0.010460956
OMIM_DISEASE	"114500~Colorectal cancer, somatic"	7	3.286384977	6.05E-06	"AKT1, NRAS, PIK3CA, BUB1B, AXIN2, FLCN, APC"	153	16	4740	13.55392157	0.002199823	0.002199823	0.008322521
GOTERM_CC_DIRECT	"GO:0005749~mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)"	4	1.877934272	6.07E-06	"SDHA, SDHB, SDHC, SDHD"	212	4	18224	85.96226415	0.002073438	2.08E-04	0.008271533
BIOCARTA	h_metPathway:Signaling of Hepatocyte Growth Factor Receptor	12	5.633802817	6.18E-06	"MAPK1, HRAS, MAP2K1, MAP2K2, JUN, MET, PIK3CA, PTEN, PIK3R1, SRC, STAT3, PTPN11"	104	36	1625	5.208333333	0.001223731	2.45E-04	0.007738256
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	77	36.15023474	6.20E-06	"HRAS, IL6ST, GNA11, PREX2, FLCN, PTEN, DDR2, B2M, AKT1, ATP2B3, MYD88, CXCR4, CSF3R, PIK3CA, PRKACA, FAS, FANCG, STAG2, AKT2, EGFR, AR, POLE, GRIN2A, TNFRSF14, PTPRT, SMO, ACVR2A, CARD11, XPC, GNAQ, MDM2, GNAS, TSHR, PRF1, FGFR4, ERBB3, CDH1, KIT, IL7R, ARID2, SRC, AMER1, KRAS, TMEM127, FAT4, FAT1, RAC1, ETNK1, TRAF7, AXIN2, PIK3R1, APC, PTPRC, MSH6, MAP2K1, NF2, FLT3, FLT4, MET, TGFBR2, PTPN13, SMAD3, STAT3, BRCA1, KDR, KCNJ5, NRAS, RNF43, SDHB, CBLB, TSC1, CD79B, PTCH1, CD79A, MPL, CACNA1D, DNM2"	212	4121	18224	1.606186445	0.002119686	1.93E-04	0.00845622
KEGG_PATHWAY	hsa05169:Epstein-Barr virus infection	14	6.572769953	6.60E-06	"NFKBIE, RB1, STAT3, AKT1, CDKN1B, JUN, MDM2, PIK3CA, JAK3, TNFAIP3, IKBKB, NCOR2, PIK3R1, AKT2"	167	122	6879	4.726906842	0.001311623	2.98E-05	0.00825952
KEGG_PATHWAY	hsa04540:Gap junction	12	5.633802817	7.44E-06	"EGFR, MAPK1, NRAS, HRAS, KRAS, GNAQ, MAP2K1, MAP2K2, GNA11, PRKACA, GNAS, SRC"	167	88	6879	5.61703865	0.001480021	3.29E-05	0.00932069
GOTERM_BP_DIRECT	GO:0048015~phosphatidylinositol-mediated signaling	10	4.694835681	7.54E-06	"AKT1, EGFR, FGFR4, ERBB3, PIK3CA, KIT, MTOR, PTEN, PIK3R1, PTPN11"	212	106	16792	7.47241011	0.016815913	4.99E-04	0.013141521
GOTERM_MF_DIRECT	GO:0000104~succinate dehydrogenase activity	4	1.877934272	7.63E-06	"SDHA, SDHB, SDHC, SDHD"	212	4	16881	79.62735849	0.003876451	2.28E-04	0.011015358
GOTERM_BP_DIRECT	GO:0006366~transcription from RNA polymerase II promoter	21	9.85915493	7.70E-06	"CEBPA, PHOX2B, MYOD1, HNF1A, FOXA1, MITF, SOX2, SMAD4, SMAD2, CTCF, FUBP1, MAX, GATA2, SALL4, HIF1A, REL, JUN, ERCC3, NCOR1, ZFHX3, ERCC2"	212	513	16792	3.242414212	0.017160541	4.94E-04	0.013413171
GOTERM_BP_DIRECT	"GO:0006121~mitochondrial electron transport, succinate to ubiquinone"	4	1.877934272	7.75E-06	"SDHA, SDHC, SDHD, SDHAF2"	212	4	16792	79.20754717	0.017283625	4.84E-04	0.013510215
GOTERM_BP_DIRECT	GO:1903800~positive regulation of production of miRNAs involved in gene silencing by miRNA	4	1.877934272	7.75E-06	"EGFR, MAP2K1, MAP2K2, MYCN"	212	4	16792	79.20754717	0.017283625	4.84E-04	0.013510215
GOTERM_BP_DIRECT	GO:0010629~negative regulation of gene expression	11	5.164319249	9.08E-06	"AKT1, SMO, MAX, HRAS, REL, MAP2K1, MAP2K2, SMAD2, RB1, FLCN, MYCN"	212	137	16792	6.359730065	0.020216907	5.52E-04	0.015826474
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	17	7.981220657	9.26E-06	"AKT1, MAPK1, NRAS, HRAS, KRAS, MAP2K1, CXCR4, RAC1, PIK3CA, PRKACA, JAK3, IKBKB, WAS, PIK3R1, SRC, STAT3, AKT2"	167	186	6879	3.764825188	0.001840319	4.00E-05	0.011591684
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	16	7.511737089	1.06E-05	"CEBPA, FLT3, MET, TGFBR2, ATM, MYCN, MEN1, MAX, CDKN1B, REL, CDKN2C, HIST1H3B, MDM2, H3F3A, H3F3B, NCOR1"	167	167	6879	3.946502205	0.002106202	4.49E-05	0.013268067
GOTERM_MF_DIRECT	GO:0032403~protein complex binding	13	6.103286385	1.13E-05	"MAX, NRAS, CDKN1B, KRAS, FLT3, CASP8, PTCH1, WRN, RBM10, FLCN, CDK4, ATM, DNM2"	212	206	16881	5.025027478	0.005710326	3.18E-04	0.016241034
GOTERM_BP_DIRECT	GO:0006289~nucleotide-excision repair	7	3.286384977	1.14E-05	"XPA, XPC, BRCA2, ERCC3, ERCC4, FANCC, ERCC2"	212	41	16792	13.52323976	0.025359073	6.76E-04	0.019903628
KEGG_PATHWAY	hsa04730:Long-term depression	10	4.694835681	1.15E-05	"MAPK1, PPP2R1A, NRAS, HRAS, KRAS, GNAQ, MAP2K1, MAP2K2, GNA11, GNAS"	167	60	6879	6.865269461	0.00228346	4.76E-05	0.01438591
GOTERM_BP_DIRECT	GO:0006338~chromatin remodeling	9	4.225352113	1.25E-05	"ATRX, HNF1A, SMARCB1, FOXA1, SMARCD1, PBRM1, RB1, ARID1B, SMARCA4"	212	86	16792	8.289161913	0.027646019	7.19E-04	0.021723777
KEGG_PATHWAY	hsa04725:Cholinergic synapse	13	6.103286385	1.30E-05	"AKT1, MAPK1, NRAS, HRAS, KRAS, MAP2K1, GNAQ, GNA11, PIK3CA, PRKACA, CACNA1D, PIK3R1, AKT2"	167	111	6879	4.824243405	0.002590428	5.29E-05	0.016322172
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	12	5.633802817	1.35E-05	"EGFR, HRAS, FGFR4, FBXW7, MAP2K1, MAP2K2, JUN, FLT4, PTEN, SRC, KDR, PTPN11"	212	175	16792	5.431374663	0.029819231	7.57E-04	0.023457349
INTERPRO	"IPR003151:PIK-related kinase, FAT"	4	1.877934272	1.38E-05	"ATR, TRRAP, MTOR, ATM"	210	5	18559	70.70095238	0.008314471	0.001192036	0.020461583
GOTERM_BP_DIRECT	GO:0006461~protein complex assembly	10	4.694835681	1.57E-05	"PPP2R1A, MAX, MITF, MDM2, FAS, MDM4, FANCA, WAS, FANCC, APC"	212	116	16792	6.828236825	0.034717582	8.61E-04	0.027378936
GOTERM_BP_DIRECT	GO:0071285~cellular response to lithium ion	5	2.34741784	1.59E-05	"CEBPA, CDKN1B, CDH1, FAS, CALR"	212	13	16792	30.46444122	0.035022537	8.48E-04	0.027623733
GOTERM_CC_DIRECT	GO:0005667~transcription factor complex	12	5.633802817	1.59E-05	"MYOD1, GATA2, HIF1A, HNF1A, REL, JUN, SOX2, SMAD4, SMAD3, SMAD2, CDK4, ZFHX3"	212	193	18224	5.344803989	0.005423619	4.53E-04	0.021671297
UP_KEYWORDS	Helicase	10	4.694835681	1.78E-05	"ATRX, DDX3X, BLM, DICER1, BRIP1, WRN, ERCC3, CHD4, SMARCA4, ERCC2"	213	143	20581	6.756951968	0.004572531	1.31E-04	0.02326437
UP_KEYWORDS	Chromosome	16	7.511737089	1.84E-05	"PPP2R1A, MSH6, NBN, CTCF, ATR, POT1, BRCA1, ATRX, HIST1H3B, BUB1B, H3F3A, H3F3B, SETD2, STAG2, FBXO11, PHF6"	213	400	20581	3.864976526	0.004722205	1.31E-04	0.024027601
GOTERM_BP_DIRECT	GO:0030183~B cell differentiation	8	3.755868545	1.86E-05	"KLF6, MSH2, FLT3, CD79B, CD79A, JAK3, TSHR, PIK3R1"	212	66	16792	9.600914808	0.040976442	9.73E-04	0.032418571
GOTERM_MF_DIRECT	GO:0032407~MutSalpha complex binding	4	1.877934272	1.89E-05	"MUTYH, PMS2, MLH1, ATR"	212	5	16881	63.70188679	0.00957419	5.06E-04	0.027281943
GOTERM_BP_DIRECT	GO:0032355~response to estradiol	9	4.225352113	1.89E-05	"DNMT3A, CDKN1B, FOXA1, CASP8, PTCH1, CALR, PTEN, NCOR2, STAT3"	212	91	16792	7.833713456	0.041666331	9.67E-04	0.032976065
GOTERM_BP_DIRECT	GO:0007507~heart development	12	5.633802817	2.05E-05	"GATA2, GNAQ, MAP2K1, ERBB3, GNA11, TSC2, TGFBR2, MED12, PTEN, ATM, ACVR1, PTPN11"	212	183	16792	5.193937519	0.044965114	0.001021864	0.035647305
GOTERM_CC_DIRECT	GO:0005730~nucleolus	26	12.20657277	2.07E-05	"CEBPA, XPO1, NBN, NF2, BLM, FOXA1, MED12, CTCF, WRN, CDK4, DROSHA, FBXW7, SBDS, XPC, CDKN2A, SMARCB1, FANCD2, CDK12, MDM2, RPL5, FANCG, ZFHX3, STAG2, FBXO11, SMARCA4, PHF6"	212	857	18224	2.607956672	0.007049963	5.44E-04	0.028191836
UP_KEYWORDS	Cockayne syndrome	4	1.877934272	2.11E-05	"ERCC5, ERCC3, ERCC4, ERCC2"	213	6	20581	64.41627543	0.005399286	1.46E-04	0.027481602
GOTERM_MF_DIRECT	GO:0004674~protein serine/threonine kinase activity	17	7.981220657	2.13E-05	"MAP2K1, STK11, MAP2K2, ATR, CHEK2, CDK4, ATM, AKT1, ACVR2A, MAPK1, PIK3CA, BUB1B, PRKACA, MTOR, IKBKB, ACVR1, AKT2"	212	376	16881	3.600173123	0.010792346	5.42E-04	0.030771475
GOTERM_MF_DIRECT	GO:0003697~single-stranded DNA binding	9	4.225352113	2.14E-05	"FUBP1, ERCC5, XPC, BLM, MSH2, BRCA2, PMS2, MLH1, ERCC4"	212	93	16881	7.705873402	0.010823045	5.18E-04	0.030859468
GOTERM_CC_DIRECT	GO:0016514~SWI/SNF complex	5	2.34741784	2.16E-05	"SMARCB1, SMARCD1, RB1, ARID1B, SMARCA4"	212	15	18224	28.65408805	0.007350178	5.27E-04	0.029396617
GOTERM_CC_DIRECT	GO:0043240~Fanconi anaemia nuclear complex	5	2.34741784	2.16E-05	"FANCE, FANCF, FANCG, FANCA, FANCC"	212	15	18224	28.65408805	0.007350178	5.27E-04	0.029396617
GOTERM_BP_DIRECT	GO:0007165~signal transduction	33	15.49295775	2.19E-05	"HRAS, ERBB3, GNA11, KIT, IL7R, DDR2, SUFU, SRC, AKT1, MYD88, CSF3R, SH2B3, FAS, PIK3R1, AXIN1, AKT2, EGFR, AR, MAP2K1, MET, PTPRT, CDK4, ATM, STAT3, MAPK1, CARD11, CBLB, HIF1A, SALL4, CD79B, MTOR, EXT2, DNM2"	212	1161	16792	2.25137731	0.047974626	0.001068203	0.038092302
GOTERM_BP_DIRECT	GO:0030308~negative regulation of cell growth	10	4.694835681	2.21E-05	"PPP2R1A, CDKN2A, CDKN1B, DDX3X, CDKN2C, STK11, SMAD4, SMAD3, FLCN, SMARCA4"	212	121	16792	6.546078278	0.048394795	0.001054869	0.038434267
UP_SEQ_FEATURE	domain:FAT	4	1.877934272	2.27E-05	"ATR, TRRAP, MTOR, ATM"	213	6	20063	62.79499218	0.02213698	0.002484207	0.035831743
UP_SEQ_FEATURE	domain:FATC	4	1.877934272	2.27E-05	"ATR, TRRAP, MTOR, ATM"	213	6	20063	62.79499218	0.02213698	0.002484207	0.035831743
GOTERM_BP_DIRECT	GO:0001707~mesoderm formation	6	2.816901408	2.32E-05	"NF2, SMAD3, PRKACA, SMAD2, EXT2, ACVR1"	212	28	16792	16.97304582	0.050841291	0.001086477	0.040428388
GOTERM_CC_DIRECT	GO:0005794~Golgi apparatus	26	12.20657277	2.32E-05	"HRAS, FGFR4, USP8, NFKBIE, TRRAP, CHEK2, CALR, B2M, ATP2B3, AXIN2, MSH6, LZTR1, MAP2K1, MAP2K2, ATR, KDR, SMO, NRAS, MAPK1, XPA, TSC2, PTCH1, CD79B, MPL, EXT2, DNM2"	212	863	18224	2.589824876	0.007914122	5.30E-04	0.031660706
GOTERM_BP_DIRECT	GO:0001701~in utero embryonic development	12	5.633802817	2.50E-05	"SMO, AR, MSH2, TGFBR2, SMAD4, SMAD3, PTCH1, SMAD2, KEAP1, FLCN, ACVR1, ERCC2"	212	187	16792	5.082837252	0.054687357	0.001147088	0.043573624
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell proliferation	19	8.920187793	2.54E-05	"EGFR, AR, HRAS, FGFR4, FLT3, IL6ST, FLT4, TGFBR2, KIT, CALR, CDK4, PTEN, STAT3, KDR, MAPK1, KRAS, CDKN1B, MDM2, TSHR"	212	466	16792	3.229492267	0.055539289	0.001142171	0.044272034
GOTERM_BP_DIRECT	GO:0008630~intrinsic apoptotic signaling pathway in response to DNA damage	7	3.286384977	2.56E-05	"XPA, MSH6, MLH1, CHEK2, BRCA1, PIK3R1, ATM"	212	47	16792	11.79686873	0.055983139	0.001128995	0.044636148
GOTERM_BP_DIRECT	GO:0016032~viral process	15	7.042253521	2.64E-05	"CEBPA, XPO1, MSH6, IL6ST, RB1, SPEN, STAT3, KDR, MAPK1, FBXW7, TSC2, MDM2, ERCC3, PIK3R1, ERCC2"	212	299	16792	3.973622768	0.057574514	0.001139704	0.045943037
INTERPRO	"IPR003152:PIK-related kinase, FATC"	4	1.877934272	2.75E-05	"ATR, TRRAP, MTOR, ATM"	210	6	18559	58.91746032	0.016423323	0.002067819	0.040578979
INTERPRO	IPR014009:PIK-related kinase	4	1.877934272	2.75E-05	"ATR, TRRAP, MTOR, ATM"	210	6	18559	58.91746032	0.016423323	0.002067819	0.040578979
GOTERM_BP_DIRECT	GO:0048873~homeostasis of number of cells within a tissue	6	2.816901408	2.77E-05	"SMO, GATA2, KRAS, RAC1, FH, PTPN11"	212	29	16792	16.38776838	0.060501496	0.001176836	0.048352498
GOTERM_BP_DIRECT	GO:0071456~cellular response to hypoxia	9	4.225352113	2.80E-05	"AKT1, DNMT3A, HIF1A, MDM2, MDM4, MTOR, MPL, PTEN, SRC"	212	96	16792	7.425707547	0.060997671	0.001164827	0.048761682
GOTERM_BP_DIRECT	GO:0018105~peptidyl-serine phosphorylation	10	4.694835681	2.86E-05	"AKT1, MAPK1, TGFBR2, PRKACA, CHEK2, ATR, MTOR, SRC, ATM, AKT2"	212	125	16792	6.336603774	0.062276701	0.001168414	0.04981746
GOTERM_BP_DIRECT	GO:0007420~brain development	12	5.633802817	2.90E-05	"MEN1, TGFBR2, BRCA2, H3F3A, PTCH1, H3F3B, FAS, WRN, MTOR, ZFHX3, ATM, PTPN11"	212	190	16792	5.002581927	0.06307762	0.001162803	0.050479307
GOTERM_BP_DIRECT	GO:0000077~DNA damage checkpoint	6	2.816901408	3.30E-05	"NBN, BRIP1, CHEK2, ATR, ATM, PTPN11"	212	30	16792	15.84150943	0.071448882	0.001299678	0.057430778
UP_SEQ_FEATURE	domain:PI3K/PI4K	5	2.34741784	3.30E-05	"PIK3CA, ATR, TRRAP, MTOR, ATM"	213	18	20063	26.16458007	0.031996825	0.003246709	0.052048926
KEGG_PATHWAY	hsa05222:Small cell lung cancer	11	5.164319249	3.36E-05	"AKT1, CCNE1, MAX, CDKN1B, PIK3CA, RB1, IKBKB, CDK4, PTEN, PIK3R1, AKT2"	167	85	6879	5.330679817	0.006659245	1.34E-04	0.042039981
INTERPRO	"IPR014001:Helicase, superfamily 1/2, ATP-binding domain"	9	4.225352113	3.47E-05	"ATRX, DDX3X, BLM, DICER1, BRIP1, WRN, ERCC3, CHD4, SMARCA4"	210	110	18559	7.230779221	0.020692311	0.00232057	0.051235091
GOTERM_MF_DIRECT	GO:0032405~MutLalpha complex binding	4	1.877934272	3.75E-05	"MSH6, MUTYH, MSH2, ATR"	212	6	16881	53.08490566	0.018882626	8.66E-04	0.054053405
GOTERM_BP_DIRECT	GO:0035162~embryonic hemopoiesis	5	2.34741784	3.92E-05	"HIF1A, TGFBR2, SH2B3, KIT, KDR"	212	16	16792	24.75235849	0.084329368	0.001517788	0.06824909
UP_KEYWORDS	Methylation	26	12.20657277	3.96E-05	"MYOD1, HRAS, STK11, KMT2C, FUBP1, GATA2, KRAS, DDX3X, SMARCD1, RAC1, U2AF1, RBM10, EGFR, DNMT3A, MED12, RB1, ARID1B, SPEN, TET2, ATRX, NRAS, HIST1H3B, H3F3A, H3F3B, CD79A, NCOR2"	213	1001	20581	2.509725017	0.010134533	2.68E-04	0.051700149
GOTERM_CC_DIRECT	GO:0009897~external side of plasma membrane	12	5.633802817	3.96E-05	"KCNJ5, PTPRC, IL6ST, TGFBR2, TNFRSF14, CD79B, FAS, CD79A, KIT, CALR, IL7R, B2M"	212	213	18224	4.842944459	0.013466849	8.47E-04	0.054019661
GOTERM_MF_DIRECT	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding	16	7.511737089	4.18E-05	"CEBPA, PHOX2B, MYOD1, AR, MITF, SMAD4, SMAD3, CTCF, SMAD2, STAT3, MAX, SMARCB1, JUN, PRDM1, CHD4, SMARCA4"	212	355	16881	3.588838693	0.021066916	9.25E-04	0.060371263
GOTERM_MF_DIRECT	"GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"	13	6.103286385	4.31E-05	"CEBPA, PHOX2B, AR, HNF1A, FOXA1, SOX2, MITF, SMAD4, SMAD2, STAT3, GATA2, HIF1A, JUN"	212	236	16881	4.386252798	0.021681912	9.13E-04	0.062152554
GOTERM_BP_DIRECT	GO:0000082~G1/S transition of mitotic cell cycle	9	4.225352113	4.34E-05	"CCNE1, PPP6C, CDKN2A, CDKN1B, CDKN2C, POLE, RB1, CDK4, ACVR1"	212	102	16792	6.988901221	0.092992718	0.001652951	0.075610705
BIOCARTA	h_her2Pathway:Role of ERBB2 in Signal Transduction and Oncology	9	4.225352113	4.40E-05	"EGFR, MAPK1, HRAS, MAP2K1, ERBB3, IL6ST, PIK3CA, PIK3R1, STAT3"	104	23	1625	6.114130435	0.008681746	0.00145222	0.055091851
GOTERM_CC_DIRECT	GO:0016020~membrane	47	22.0657277	4.42E-05	"XPO1, PRF1, HRAS, IL6ST, STK11, MLH1, CDH1, KIT, IL7R, CALR, B2M, KRAS, FAT4, FAT1, RAC1, ETNK1, RPL10, RPL5, PRKACA, FAS, PIK3R1, CHD4, STAG2, EGFR, PPP2R1A, PTPRC, NF2, VHL, MSH2, MED12, PTPRT, SDHA, NRAS, TSC1, GNAQ, UBR5, SDHC, TSC2, HIST1H3B, GNAS, JAK3, MTOR, EXT2, NCOR1, NCOR2, SMARCA4, ACVR1"	212	2200	18224	1.836466552	0.015014084	8.89E-04	0.060271382
KEGG_PATHWAY	hsa04620:Toll-like receptor signaling pathway	12	5.633802817	4.44E-05	"AKT1, MAPK1, MYD88, MAP2K1, MAP2K2, JUN, CASP8, RAC1, PIK3CA, IKBKB, PIK3R1, AKT2"	167	106	6879	4.663201898	0.008801986	1.73E-04	0.055623334
GOTERM_MF_DIRECT	GO:0042803~protein homodimerization activity	24	11.26760563	4.45E-05	"CEBPA, MSH6, HNF1A, ERBB3, MSH2, IL6ST, FLT3, SMAD4, SMAD3, SMAD2, WRN, KIT, CHEK2, DROSHA, XPA, MAX, ERCC5, JUN, TSC2, IDH1, IKBKB, EXT2, ACVR1, AXIN1"	212	730	16881	2.617885759	0.022391941	9.05E-04	0.064210456
GOTERM_MF_DIRECT	GO:0004713~protein tyrosine kinase activity	10	4.694835681	4.48E-05	"EGFR, FGFR4, MAP2K1, MAP2K2, ERBB3, MET, KIT, JAK3, SRC, KDR"	212	133	16881	5.987019435	0.022554885	8.77E-04	0.064682926
UP_KEYWORDS	ADP-ribosylation	7	3.286384977	4.64E-05	"GNAQ, GNA11, RAC1, SMAD3, GNAS, AXIN2, AXIN1"	213	63	20581	10.73604591	0.011845671	3.06E-04	0.060478869
GOTERM_BP_DIRECT	GO:0001843~neural tube closure	8	3.755868545	5.11E-05	"SALL4, TSC1, TSC2, MED12, PRKACA, PTCH1, SETD2, SUFU"	212	77	16792	8.22935555	0.10861207	0.001914424	0.089061173
GOTERM_MF_DIRECT	GO:0016301~kinase activity	13	6.103286385	5.28E-05	"STK11, TRRAP, ATR, SRC, AKT1, CCNE1, MAPK1, CDKN1B, CDKN2A, CDKN2C, PIK3CA, MTOR, PIK3R1"	212	241	16881	4.295251703	0.026510726	9.95E-04	0.076176787
INTERPRO	"IPR000403:Phosphatidylinositol 3-/4-kinase, catalytic domain"	5	2.34741784	5.30E-05	"PIK3CA, ATR, TRRAP, MTOR, ATM"	210	19	18559	23.25689223	0.03148143	0.003193652	0.078369849
KEGG_PATHWAY	hsa05216:Thyroid cancer	7	3.286384977	5.41E-05	"MAPK1, NRAS, HRAS, KRAS, MAP2K1, MAP2K2, CDH1"	167	29	6879	9.942804047	0.010699595	2.07E-04	0.067675723
INTERPRO	"IPR008271:Serine/threonine-protein kinase, active site"	14	6.572769953	5.54E-05	"MAP2K1, MAP2K2, STK11, TGFBR2, CHEK2, CDK4, AKT1, MAPK1, ACVR2A, CDK12, PRKACA, IKBKB, ACVR1, AKT2"	210	312	18559	3.965598291	0.032868616	0.003033655	0.081880009
KEGG_PATHWAY	hsa04921:Oxytocin signaling pathway	14	6.572769953	6.12E-05	"EGFR, KCNJ5, MAPK1, NRAS, HRAS, KRAS, MAP2K1, GNAQ, MAP2K2, JUN, PRKACA, GNAS, CACNA1D, SRC"	167	150	6879	3.844550898	0.012101558	2.30E-04	0.076594014
GOTERM_MF_DIRECT	GO:0000405~bubble DNA binding	4	1.877934272	6.49E-05	"ERCC5, XPC, BLM, WRN"	212	7	16881	45.50134771	0.032512917	0.001179775	0.09370336
KEGG_PATHWAY	hsa04932:Non-alcoholic fatty liver disease (NAFLD)	14	6.572769953	6.56E-05	"CEBPA, AKT1, SDHA, SDHB, SDHC, JUN, CASP8, SDHD, RAC1, PIK3CA, FAS, IKBKB, PIK3R1, AKT2"	167	151	6879	3.819090296	0.012961887	2.42E-04	0.082072695
KEGG_PATHWAY	hsa00020:Citrate cycle (TCA cycle)	7	3.286384977	6.62E-05	"SDHA, SDHB, SDHC, SDHD, IDH2, IDH1, FH"	167	30	6879	9.611377246	0.013093812	2.40E-04	0.082913204
KEGG_PATHWAY	hsa04380:Osteoclast differentiation	13	6.103286385	6.91E-05	"AKT1, MAPK1, CYLD, MAP2K1, JUN, SOCS1, MITF, RAC1, TGFBR2, PIK3CA, IKBKB, PIK3R1, AKT2"	167	131	6879	4.087717694	0.013648481	2.45E-04	0.086448212
GOTERM_MF_DIRECT	GO:0003713~transcription coactivator activity	13	6.103286385	6.95E-05	"CEBPA, CCNE1, MYOD1, MAX, SMARCB1, JUN, ASXL1, SMARCD1, MED12, RB1, ARID1B, BRCA1, SMARCA4"	212	248	16881	4.17401476	0.034756631	0.001219084	0.100282213
GOTERM_BP_DIRECT	GO:0050680~negative regulation of epithelial cell proliferation	7	3.286384977	7.05E-05	"MEN1, AR, SOX2, CDC73, PTCH1, RB1, PTEN"	212	56	16792	9.900943396	0.146653628	0.002596455	0.122824389
INTERPRO	"IPR001824:Tyrosine-protein kinase, receptor class III, conserved site"	4	1.877934272	7.56E-05	"FLT3, FLT4, KIT, KDR"	210	8	18559	44.18809524	0.044576604	0.003792846	0.111703304
UP_KEYWORDS	Dwarfism	9	4.225352113	7.62E-05	"ERCC5, BLM, ATR, ERCC3, DDR2, ERCC4, PIK3R1, STAT3, ERCC2"	213	134	20581	6.48969939	0.019402624	4.90E-04	0.099422002
